Comment;Sentiment;Confidence Score
#FailingAmerica: @POTUS Sleepy 😴 Joe is failing to secure our Borders, Inflation is still high, Failing The Next Generation when it comes to education, Crime is skyrocketing, Foreign Policy is a mess on his watch, Middle East conflict. America 🇺🇸 needs new leadership.;negative;0.9364876747131348
The first thing you need to do Trump if you win is RESIGN;negative;0.5860075354576111
But you didn’t win in court 😂;negative;0.6746382713317871
"""Hopscotch"" Sinunu 😂😂😂";positive;0.652623176574707
Get ready for January 6th part 2.;positive;0.8875723481178284
Trump kicked ass at 71percent;positive;0.5296908020973206
Congratulations President Trump;positive;0.7017762064933777
Why does he feel threatened by her?;negative;0.795131504535675
TRUMP 2024 SAVE AMERICA NOW;negative;0.50315260887146
"It is wrong that two branches of our government appear to be controlled by one sex offender under indictment for insurrection and theft of classified documents who is giving the orders to his cult followers to ""shut down"" the government for nine months.  How did a once strong nation come to this?  Trump won the NH primary, but if there is justice in the United States he will vanish before next November and be behind bars.";negative;0.8933566212654114
Uncle Tim riding shotgun;positive;0.842603325843811
TRUMP ALL THE WAY!!!  🇺🇲👊❤;positive;0.5538633465766907
"TRUMP'S = HATRED & JEALOUSY = 2024 !!
Hatred has plagued man since we wore skins of fur
Beating our enemies with stick and stone.
History has proven what we refuse to learn
As the seeds of hate by dispute are sown.

It's a fact, hate has been caused by religion
Or by those of different pigment of skin.
It's also a fact it's mostly jealousy
Mixed with the stupidity of sin.

If hatred consumes you refuse it control
For only then can you begin to live.
We don't have to remain wicked and spiteful
We just have to be willing to forgive.

Our riches can certainly grow their own wings
Though it's love that keeps us happy not things.
When we become rich beyond our wildest dreams
That's when hate always pursues us it seems.

By Tom Zart!";negative;0.767264723777771
USA! You go americans! Go get'em your smart, brave, corageous, supertolerant, accepting, culture loving, generous, wealthy, beautiful ❤️🤩 people, and don't forget....... Your the Home OF The Freeeeee!;positive;0.972456693649292
#45 can recognize winning and loosing but did not recognize when he LOST.;negative;0.7451010942459106
So 47% of registered republicans in NH either voted against Trump or stayed home. Pretty lame showing. No wonder Nikki scares him.;negative;0.9976527094841003
Of course they infiltrated like commumist, because they are. Russia selling cheap oil to china, instead to europe and us, is the biggest thing biden did.;negative;0.9557721018791199
Nikki Haley videos blocks comments. What a shocker why….;negative;0.5228353142738342
Nikki Haley is delusional. Hopefully she’ll take the hint when South Carolina votes for Trump!;negative;0.9470850825309753
Trump 2024;positive;0.6117964386940002
How do we know the vote wasn’t rigged?;negative;0.6812687516212463
That primary election was STOLEN from Haley;negative;0.8653101325035095
"特朗普当总统，世界才会和平。
看看拜登当总统这几年，世界秩序大乱，到处都是大战。
特朗普之前当总统，世界没有大战，他是唯一没有发动战争的美国总统，诺贝尔和平奖应该颁给他。
我敢打赌，只要特朗普当选总统，俄乌战争会结束，中东战争也会结束，世界会迎来和平，世界秩序会回到原来的轨道，而且特朗普比拜登更关注美国国内的发展。";positive;0.6389673352241516
Ppl are celebrating trump now ,especially his plan to send ppl back home,I think this is a blessing to the ppl that cross the boarder and immigrant, cause what Russia have plans for this country ,it will be worse than 9 11,so congrats mr trump,do God's work send them home,all of us home,u doing God's work;positive;0.6764460206031799
she lost you by a close margin trump...this is about usa not each other for the sake of good of all UNITE🙏;negative;0.8933156132698059
"😂 Take a vacation and enjoy FREEDOM you might not make it to the debates and be in jail for so many crimes commited 😢 violation to NOT SWEAR UNDER OATH TO SERVE AND PROTECT THIS NATION 😅 OUT OF YOUR OWN MOUTH THAT CAME OUT....ASKING FOR A LICENCE TO COMMIT CRIMES AND BE PARDON AS LONG AS IT WAS DURING THE PRESIDENCY 😅 
THE MOST RIDICULOUS MOTION EVER HEARD BY A JUDGE 😅
YOU CREATED INSURRECTION AND HERO POLICE OFFICERS DIED DUE TO YOUR SPEACH ASKING YOUR FOLLOWERS TO MARCH AND STORM IN ON THE CAPITAL.";negative;0.6201434135437012
“Tax my pay! Tax my pay! Tax my pay!”;negative;0.764435350894928
"What an absolute toad Trump is, and that’s being nice.

Those of you who thought of backing Haley, you see and read what Trump thinks of you. Come over to Biden’s camp, all are welcome even if they don’t agree w/ some of the man’s policies. At least you won’t be spoken of in insulting terms day and night.";positive;0.5211315155029297
Voters wont elect a manic;negative;0.9412462711334229
And Biden will lose as well.;negative;0.9174911975860596
Hey Nikki you're so fine, you're so fine you blow my mind, hey Nikki, hey Nikki! I don't know why Trump was complaining that Nikki was acting like she won when she really lost. He got a taste of his own medicine. Why bother to complain about her dress? The perfect revenge is to have his wife show up to support him in one of Trump's rallies and outclass her. I expect that if Nikki surprises all the pundits and becomes President, Trump will do his usual flip and  graciously thank Nikki for pardoning Trump for his felonies.;positive;0.8909033536911011
Trump let's goooo;negative;0.8536741733551025
Look at Haley closing the gap between her and Diaper Don the Con.;negative;0.5935496687889099
honestly, i watched the guy behind Trump!;negative;0.5858299732208252
Preach love and emancipation but promote hate and intolerance and thou shalt be embraced by the blessed arms of our lord and savior Donald Trump and walk amongst His appointed through the golden gates of Mar A-Lago. Amen.;negative;0.8018297553062439
Well, to be fair, he didnt win Witherspoon 2016 or 2020,!,;negative;0.9047486782073975
What is happening to his face 😱😱😱;negative;0.5045302510261536
Not even a democrat or republican…or an American for that fact…just wanna see this monster debate;negative;0.9556794166564941
Don't look up.;negative;0.8044896721839905
"""I don't get too angry, I get even."" Savage Comeback 😆 MAGATrump2024";positive;0.8944467306137085
This is why i love Pres. Trump. He knows how to strip someone acting condescending..  Nothing's boring with Pres. Trump. Great people have peculiar personalities..;positive;0.8518240451812744
Trump, you must prepare yourself for your future loss.  Biden will be re-elected. You will lose and life will go on. You will not have a good year so get a lot of rest you're going to need it.;positive;0.8332962393760681
Hahah trump is the manmm🎉🎉🎉🎉🎉🎉🎉;positive;0.5395485162734985
Trump 2024;positive;0.6117964386940002
"Nikki never had anything to stand on in the first place.
🎆Trump 🎆will always be number 1.🎆";positive;0.6397592425346375
Trump is good at roasting. What the United States needs is a leader who brings out the positive in people and connects people.;positive;0.9536306262016296
"70% of the registered Republicans voted for Trump in NH. Only 27% did for Haley.
She got 70% of the undeclared and most of those were Democrat voters who admitted they are Democrats and will Vote for Biden, just choose to try and get Nikki because they think she can be beat more easily. That tells you all you need to know.";negative;0.7698630690574646
Nikki didnt lose by much in New Hampshire and that is the fact;positive;0.821781575679779
The next President USA 2024 D. TRUMP. Trust and confident... No doubt. He's the man standing on his decision will make USA future hope advance  and life more glitter.;positive;0.9924310445785522
I recall Donny celebrating after losing to Biden;positive;0.7195936441421509
Way to go Nikki, right out of Trump's own playbook don't admit defeat. The primaries must have been rigged. Etc etc yada yada yada;negative;0.8668683767318726
RIP Nikki Haley;negative;0.6258285641670227
"Well, now she can go home. Guess she doesn't understand America can't afford an ""on the job trainee"" right now. Surely, she is aware. There is alot of work to be done. This is a serious job and Americans want Trump for the job. Pretty simple.";negative;0.7580068707466125
Trump was expected to continue his lying / winning spree. Too bad his supporters dont know any better;negative;0.9504067301750183
USA had to eat popo in order to appreciate trump;negative;0.7155969738960266
Trump says she came in second and doesn’t have the guts to admit she lost? What is wrong with this picture ?   Trump lost to Biden.  Bigly.  And HE doesn’t have the guts to admit he lost in a fair election!😂;negative;0.9412901997566223
Let's go dad let's go dad let's go Dad;negative;0.5532796382904053
“I don’t get too angry, I get even”;positive;0.7253912091255188
Ron will be a next president lol after Trump hahaha;positive;0.6192314028739929
"Article 4, section 4 of our Constitution
Requires our Government to protect and defend
our Borders. If Government does not, the
Constitution, by virtue of named part herein,
authorizes the Free Citizens to defend
themselves and their State in place of
Treasonous Government.
Note in not defending our borders, Government,
Gives Aid and Comfort to a Hostile Foreign
invasion, and this, under Article 3, Section 3 of
our Constitution is properly labeled as treason. Biden needs locked up for treason";negative;0.6027464270591736
It’s weird in Nevada they are already mailing out voting ballots on every house  and Trump is NOT even on a pick lists 0:16 on voting for president , I see Mike pence there and 7other candidates so I’m not mailing it back out, I’m only voting for Trump!;negative;0.9447591304779053
TRUMP 2024. BIDUM IS ON GERITOL;positive;0.6026983857154846
Congratulations president Trump 2024 make America great again USA 🇺🇸;positive;0.8321917653083801
Orange man good. 🧡;positive;0.9090348482131958
Make it great again by Donald trump;positive;0.9377620816230774
I would caution Tim Scott the RiNO. He wasn’t always a President Trump fan and he waited for a long time to be by his side. That said he just got engaged to a white women and I am sure he has a lot to prove.;negative;0.9310784339904785
So Jeb and Joe are low energy, but Sununu is too high energy? Boy, it’s really hard to to pin down the requirements of this orange doofus.;negative;0.8452548980712891
I'm a big supporter overall of Trump... but he will not win the Presidential Election because the exact same problems from the counting of votes in 2020 still exits today. Nothing has been addressed, if anything they have had 4 years to get worse. Transparency (on both sides) is paramount for election integrity.;negative;0.7076756954193115
TRUMP 2024!!!!;negative;0.5363172888755798
Blah bllah lie blah bah lie.  If he won 2020 then he can't run in 2024.😂😂😂;negative;0.991479218006134
Won what in 2020?;negative;0.7263638973236084
Halie is delusional if she thinks she's fit to run office;negative;0.8924458622932434
"How does it feel to stand behind an election-denying liar, and claim you are a man of god?  Disgraceful @3:56
And you know it.";negative;0.9965108036994934
What did she say in her speech? I didn't see it;negative;0.8994097709655762
Wake up America. Put this man back in office.;positive;0.6147122979164124
LET US Have a debate .. We Need To Hear The Facts , PLEASE !;positive;0.5504021644592285
"Odd that Democrats get to vote in a republican Election ?
How does that work?
It didn't go down like that in IOWA.
Odd is the small amount that are coming out for those elections,
Any Thoughts ?";negative;0.6121511459350586
As a Serb, I love this man and his citizens. A man who loves his country and respects other people's countries... The USA is only visible and inviting light when he leads... visible in a positive and unique way illuminated by the rays of friendship between all nations, both his own and others.  and outside the borders.  He is a man who may lose in some areas like all of us, but his character is perfect, as is his heart.;positive;0.9967421889305115
"IN “TRUMP” WE ALL “TRUST” !!
            FROM CANADA";positive;0.6411452293395996
Mrs Haley is hanging around for the sake of her old guard donors: the Coke Bros, the buttt hurt Jeb Bush and Cheneys, and the pentagon war conglomerates throwing $$ her way. They are all hoping Haley gets the left overs if Prez Trump is hamstringed from running by the courts. They all know Haley is not presidential material but she's a puppets like Biden that can be bought and controlled for the right price.;negative;0.6010127663612366
Shane gillis is killing it;negative;0.7639937400817871
Instead of bashing orhers he would be better off trying to convince those definitely not voting for him what he would actually do if president again....besides tweet all day....;negative;0.8525890111923218
The exit polls show that the well off, educated republicans didn't vote for the orange clown. 45 should be worried that over 40% of Iowa caucus voters, and and 45% of NH voters didn’t vote for him.;negative;0.8497285842895508
How did Trumbo lose in 2020 when it was his Governments voting system that he oversaw? Could he not fix it?;negative;0.7693271040916443
Election was stolen;negative;0.5702503323554993
Orange Man Rad 💪🍊🇺🇲;positive;0.5976758599281311
Biden will easily win New Hampshire and will beat Trump by a bigger landslide in 2024 than he did in 2020.;positive;0.8849612474441528
"Fake News CNN and MSNBS never Aired this
They did Fact Check Pres Trump though with their own Fake News So called Fact Checkers who Lie";negative;0.9811869859695435
🇺🇸TRUMP 2024🇺🇸;positive;0.5573181509971619
Vote nikki she dont smell like pook and old spice;negative;0.5949453711509705
It's concerning and amusing at the same time seeing how well Trump has completely fooled his supporters into thinking he actually wants to buck the system.  He is a very good con-man, he understand human psychology.  He knows exactly what his base wants to hear and he gives that to them - words.  Everyone knows no republican has any chance to beat Trump in the primaries, and yet here they are basking and gloating in their victory.  When your choice is between two different parties running the same game on the population, you come to realize you actually have no choice at all...  You have been played by then system.;positive;0.9263668060302734
Latest episode of the Blacklist, looks like Raymond Reddington up there with Membe ... and i like it;positive;0.9867860674858093
Nice to see tim scott back there cheering for trump.;positive;0.9464800357818604
Exit polling shows that 64% of Republicans in New Hampshire DO NOT identify with the fascist MAGA movement. Syphilis Don is in a lot of trouble😂;negative;0.7907314300537109
OK OK. Rules, people. Pro and Anti Trumpers are all good hard working loyal Americans. Let’s agree to that. Don’t attack each other. Present and debate the facts only, and then go have coffee together. When you attack the person you argue with, you expose your weaknesses. When we attack each other, only the Kremlin wins. Can I hear some AMENS here…?;negative;0.7421761751174927
Fake;negative;0.9803646802902222
Im email u;negative;0.6024565696716309
I don’t care about politics that much. I’m just tired of the shitty economic conditions we are living in. If Trump is what it takes to fix it, then he has my vote.;negative;0.9609890580177307
The most telling sign regarding never-Nikki : Her New Hampshire headquarters had CNN on the big screen up front> Really Nikki?;positive;0.6386880278587341
I love how Donald accuses Nikki of doing a “victory lap” when he himself has been doing a four-year victory lap since he lost the election in 2020!;positive;0.7011182904243469
Even for write-in, Biden’s showing was absolutely pathetic. Look at Trump in 2020. He was the incumbent President facing token opposition and he still motivated nearly 130,000 people to come and vote for him. If Kennedy hadn’t pussied out and run as an Independent, he’d have given Biden a serious black eye in New Hampshire. the dirty dems shut out RFK jr. at least a 1000th as much nastiness theyve displayed against trump and at least 74 million MAGA. cant blame the leftist though, their agenda is so anti american, the results are horrible, and theyre led by corrupt people that hate God.;negative;0.8776221871376038
What a fool 🤣🤣🤣🤣;negative;0.9623454213142395
Goon😂;positive;0.5573181509971619
"I laugh when I hear that we (Americans) deserve a good president.  25% of college graduates don't possess basic skills in numeracy and 20% don't possess basic skills in literacy as the Wall Street Journal recently stated in an article.

These are the bright ones.  50% of our nation has voted for Trump 2 times in a row and are heading to vote again for him. 

75% of this nation deserve the worst president money can buy.  Is it any wonder that politicians with Trump leading the charge have zero regard for the people?  How can anyone have any respect for any of us when we can barely speak, write, or count?  Look at this speech by Trump - it's not a presidential speech by any means but more akin to a rant from Grease where Rizzo complains about Sandy to the other girls.";negative;0.9699733853340149
"I laugh when I hear that we (Americans) deserve a good president.  25% of college graduates don't possess basic skills in numeracy and 20% don't possess basic skills in literacy as the Wall Street Journal recently stated in an article.

These are the bright ones.  50% of our nation has voted for Trump 2 times in a row and are heading to vote again for him. 

75% of this nation deserve the worst president money can buy.  Is it any wonder that politicians with Trump leading the charge have zero regard for the people?  How can anyone have any respect for any of us when we can barely speak, write, or count?  Look at this speech by Trump - it's not a presidential speech by any means but more akin to a rant from Grease where Rizzo complains about Sandy to the other girls.";negative;0.9968568086624146
Basically half the people that voted did not vote for him sorry but that's not going to cut it in the main election😊  independants arent going to vote for him.;negative;0.7426672577857971
Tim Scott is a 🤡 Haley appointed him Senator 🙄;positive;0.6756100654602051
What about Trump doing a victory lap at the last election but he lost to Biden?  Let me just dust off my hypocrisy meter ... 💀;negative;0.9355792999267578
Did he even talk about the voters? This is like basic politics 1st grade level stuff. And Trump can’t do it;negative;0.9965758919715881
Time is running out for the U.S. Keep voting for Trump and by the end of the year you will be a global laughing stock.;negative;0.6398534774780273
Haley running up on podiums in Iowa and NH claiming victory is pandering to the low information voters that she hopes will get her numbers up there. She doesn't have a snowball's chance in Hades. 😂;negative;0.9088705778121948
The CCP welcomes Trump’s return.;positive;0.6744685769081116
Trump now more than ever;positive;0.9358159899711609
I lkie that Nikki irks 45! Once 45 is disqualified, who else are the Republicans going to have to run against Biden?;negative;0.684339702129364
He's lying.;negative;0.9532926082611084
"These are the essential qualities a President of the United States should possess

Spiritually True: A strong abiding faith in God can provide the necessary optimism and faith to impart to the people the goodness and hope that is inherent **Strong in Character: A President should be honest, trustworthy, and have a strong moral compass. Wise A President should have good judgment and be able to make sound decisions.
Humble A President should be humble and willing to listen to others Defender of Natural Rights,  Liberties, & the Constitution: A President should be committed to upholding the rights and freedoms of all citizens A, President should be passionate about their work and committed to making a positive difference. Creative: A President should be creative and able to think outside the box
Patriotic,  A President should be proud of their country and committed to its success.
Vision, A President should have a clear vision for the future and be able to inspire others to work towards that vision Courageous, A President should be willing to take risks and stand up for what they believe.

Personable, A President should be approachable and able to connect with people from all walks of life.Smart, A President should be intelligent as well as intuitive.Team Oriented, A President should be able to work web with others and build strong teams.Vision: A President should have a clear vision for the future and be able to communicate that vision effectively.Pragmatism: A President should be practical and able to get things done.
Consensus building: A President should be able to bring people together and build consensus.
Charisma: A President should be able to inspire and motivate others.Trustworthiness: A President should be honest and trustworthy.😊😊";positive;0.9735572338104248
"These are the essential qualities a President of the United States should possess

Spiritually True: A strong abiding faith in God can provide the necessary optimism and faith to impart to the people the goodness and hope that is inherent **Strong in Character: A President should be honest, trustworthy, and have a strong moral compass. Wise A President should have good judgment and be able to make sound decisions.
Humble A President should be humble and willing to listen to others Defender of Natural Rights,  Liberties, & the Constitution: A President should be committed to upholding the rights and freedoms of all citizens A, President should be passionate about their work and committed to making a positive difference. Creative: A President should be creative and able to think outside the box
Patriotic,  A President should be proud of their country and committed to its success.
Vision, A President should have a clear vision for the future and be able to inspire others to work towards that vision Courageous, A President should be willing to take risks and stand up for what they believe.

Personable, A President should be approachable and able to connect with people from all walks of life.Smart, A President should be intelligent as well as intuitive.Team Oriented, A President should be able to work web with others and build strong teams.Vision: A President should have a clear vision for the future and be able to communicate that vision effectively.Pragmatism: A President should be practical and able to get things done.
Consensus building: A President should be able to bring people together and build consensus.
Charisma: A President should be able to inspire and motivate others.Trustworthiness: A President should be honest and trustworthy.😊😊";positive;0.8182178735733032
"These are the essential qualities a President of the United States should possess

Spiritually True: A strong abiding faith in God can provide the necessary optimism and faith to impart to the people the goodness and hope that is inherent **Strong in Character: A President should be honest, trustworthy, and have a strong moral compass. Wise A President should have good judgment and be able to make sound decisions.
Humble A President should be humble and willing to listen to others Defender of Natural Rights,  Liberties, & the Constitution: A President should be committed to upholding the rights and freedoms of all citizens A, President should be passionate about their work and committed to making a positive difference. Creative: A President should be creative and able to think outside the box
Patriotic,  A President should be proud of their country and committed to its success.
Vision, A President should have a clear vision for the future and be able to inspire others to work towards that vision Courageous, A President should be willing to take risks and stand up for what they believe.

Personable, A President should be approachable and able to connect with people from all walks of life.Smart, A President should be intelligent as well as intuitive.Team Oriented, A President should be able to work web with others and build strong teams.Vision: A President should have a clear vision for the future and be able to communicate that vision effectively.Pragmatism: A President should be practical and able to get things done.
Consensus building: A President should be able to bring people together and build consensus.
Charisma: A President should be able to inspire and motivate others.Trustworthiness: A President should be honest and trustworthy.😊😊";positive;0.9415143132209778
"These are the essential qualities a President of the United States should possess

Spiritually True: A strong abiding faith in God can provide the necessary optimism and faith to impart to the people the goodness and hope that is inherent **Strong in Character: A President should be honest, trustworthy, and have a strong moral compass. Wise A President should have good judgment and be able to make sound decisions.
Humble A President should be humble and willing to listen to others Defender of Natural Rights,  Liberties, & the Constitution: A President should be committed to upholding the rights and freedoms of all citizens A, President should be passionate about their work and committed to making a positive difference. Creative: A President should be creative and able to think outside the box
Patriotic,  A President should be proud of their country and committed to its success.
Vision, A President should have a clear vision for the future and be able to inspire others to work towards that vision Courageous, A President should be willing to take risks and stand up for what they believe.

Personable, A President should be approachable and able to connect with people from all walks of life.Smart, A President should be intelligent as well as intuitive.Team Oriented, A President should be able to work web with others and build strong teams.Vision: A President should have a clear vision for the future and be able to communicate that vision effectively.Pragmatism: A President should be practical and able to get things done.
Consensus building: A President should be able to bring people together and build consensus.
Charisma: A President should be able to inspire and motivate others.Trustworthiness: A President should be honest and trustworthy.😊😊";positive;0.9848277568817139
"These are the essential qualities a President of the United States should possess

Spiritually True: A strong abiding faith in God can provide the necessary optimism and faith to impart to the people the goodness and hope that is inherent **Strong in Character: A President should be honest, trustworthy, and have a strong moral compass. Wise A President should have good judgment and be able to make sound decisions.
Humble A President should be humble and willing to listen to others Defender of Natural Rights,  Liberties, & the Constitution: A President should be committed to upholding the rights and freedoms of all citizens A, President should be passionate about their work and committed to making a positive difference. Creative: A President should be creative and able to think outside the box
Patriotic,  A President should be proud of their country and committed to its success.
Vision, A President should have a clear vision for the future and be able to inspire others to work towards that vision Courageous, A President should be willing to take risks and stand up for what they believe.

Personable, A President should be approachable and able to connect with people from all walks of life.Smart, A President should be intelligent as well as intuitive.Team Oriented, A President should be able to work web with others and build strong teams.Vision: A President should have a clear vision for the future and be able to communicate that vision effectively.Pragmatism: A President should be practical and able to get things done.
Consensus building: A President should be able to bring people together and build consensus.
Charisma: A President should be able to inspire and motivate others.Trustworthiness: A President should be honest and trustworthy.😊😊";positive;0.9110777378082275
"These are the essential qualities a President of the United States should possess

Spiritually True: A strong abiding faith in God can provide the necessary optimism and faith to impart to the people the goodness and hope that is inherent **Strong in Character: A President should be honest, trustworthy, and have a strong moral compass. Wise A President should have good judgment and be able to make sound decisions.
Humble A President should be humble and willing to listen to others Defender of Natural Rights,  Liberties, & the Constitution: A President should be committed to upholding the rights and freedoms of all citizens A, President should be passionate about their work and committed to making a positive difference. Creative: A President should be creative and able to think outside the box
Patriotic,  A President should be proud of their country and committed to its success.
Vision, A President should have a clear vision for the future and be able to inspire others to work towards that vision Courageous, A President should be willing to take risks and stand up for what they believe.

Personable, A President should be approachable and able to connect with people from all walks of life.Smart, A President should be intelligent as well as intuitive.Team Oriented, A President should be able to work web with others and build strong teams.Vision: A President should have a clear vision for the future and be able to communicate that vision effectively.Pragmatism: A President should be practical and able to get things done.
Consensus building: A President should be able to bring people together and build consensus.
Charisma: A President should be able to inspire and motivate others.Trustworthiness: A President should be honest and trustworthy.😊😊";positive;0.9735572338104248
"These are the essential qualities a President of the United States should possess

Spiritually True: A strong abiding faith in God can provide the necessary optimism and faith to impart to the people the goodness and hope that is inherent **Strong in Character: A President should be honest, trustworthy, and have a strong moral compass. Wise A President should have good judgment and be able to make sound decisions.
Humble A President should be humble and willing to listen to others Defender of Natural Rights,  Liberties, & the Constitution: A President should be committed to upholding the rights and freedoms of all citizens A, President should be passionate about their work and committed to making a positive difference. Creative: A President should be creative and able to think outside the box
Patriotic,  A President should be proud of their country and committed to its success.
Vision, A President should have a clear vision for the future and be able to inspire others to work towards that vision Courageous, A President should be willing to take risks and stand up for what they believe.

Personable, A President should be approachable and able to connect with people from all walks of life.Smart, A President should be intelligent as well as intuitive.Team Oriented, A President should be able to work web with others and build strong teams.Vision: A President should have a clear vision for the future and be able to communicate that vision effectively.Pragmatism: A President should be practical and able to get things done.
Consensus building: A President should be able to bring people together and build consensus.
Charisma: A President should be able to inspire and motivate others.Trustworthiness: A President should be honest and trustworthy.😊😊";positive;0.8182178735733032
